OrgNumber; PhoneNumber; Operator 
"5590410675"; "070-225 31 72"; "Telia Sverige AB"
"5590410675"; "08-89 73 00"; "Telia Sverige AB"
"5561675892"; "070-645 95 04"; "Telia Sverige AB"
"5561675892"; "070-645 13 93"; "Telia Sverige AB"
"5561675892"; "073-693 95 66"; "TeliaSonera AB"
"5561675892"; "0690-617 77"; "Telia Sverige AB"
"5567629547"; "076-316 51 65"; "HI3G Access AB"
"5567629547"; "073-511 51 18"; "HI3G Access AB"
"5567629547"; "076-316 51 65"; "HI3G Access AB"
"5591967905"; "070-297 62 09"; "HI3G Access AB"
"5591967905"; "070-940 40 76"; "HI3G Access AB"
"5591133250"; "070-790 32 42"; "Tele2 Sverige AB"
"5591133250"; "070-444 27 29"; "Tele2 Sverige AB"
"5567776835"; "070-266 28 00"; "TeliaSonera AB"
"5567776835"; "072-734 25 25"; "Telia Sverige AB"
"5567776835"; "070-266 28 00"; "TeliaSonera AB"
"5567776835"; "072-734 25 25"; "Telia Sverige AB"
"5592029168"; "070-216 97 90"; "Telia Sverige AB"
"5592029168"; "070-302 02 90"; "Telia Sverige AB"
"5592029168"; "070-579 11 83"; "Telia Sverige AB"
"5592029168"; "070-579 11 82"; "Telia Sverige AB"
"5592029168"; "073-625 64 24"; "TeliaSonera AB"
"5592029168"; "070-579 11 80"; "TeliaSonera AB"
"5592029168"; "072-501 50 10"; "Telia Sverige AB"
"5592029168"; "070-579 11 71"; "Telia Sverige AB"
"5592029168"; "070-579 11 94"; "Telia Sverige AB"
"5592029168"; "070-579 11 85"; "TeliaSonera AB"
"5568830904"; "070-348 82 00"; "Telia Sverige AB"
"5568151186"; "0410-598 52"; "Telenor Sverige AB"
"5568151186"; "070-822 98 52"; "Telenor Sverige AB"
"5568151186"; "073-318 43 38"; "Telenor Sverige AB"
"5564968062"; "070-547 23 02"; "HI3G Access AB"
"5564968062"; "040-57 80 84"; "Cellip AB"
"5564968062"; "070-547 23 02"; "HI3G Access AB"
"5564968062"; "040-664 11 60"; "HI3G Access AB (fix)"
"5565309555"; "070-410 21 04"; "HI3G Access AB"
"5565309555"; "076-194 42 85"; "HI3G Access AB"
"5565309555"; "072-305 17 92"; "HI3G Access AB"
"5565309555"; "072-336 87 23"; "HI3G Access AB"
"5569427510"; "072-858 48 68"; "Tele2 Sverige AB"
"5561527515"; "0140-181 47"; "Telia Sverige AB"
"5591898647"; "018-25 30 48"; "Tele2 Sverige AB"
"5591652242"; "076-826 60 63"; "TeliaSonera AB"
"5568667702"; "073-703 34 46"; "HI3G Access AB"
"5591841803"; "072-061 33 35"; "Tele2 Sverige AB"
"5591841803"; "0550-174 10"; "Tele2 Sverige AB"
"5567019996"; "070-550 53 33"; "Telia Sverige AB"
"5567019996"; "070-550 66 96"; "Telia Sverige AB"
"5567019996"; "070-974 01 99"; "TeliaSonera AB"
"5567019996"; "0121-219 20"; "Telia Sverige AB"
"5567019996"; "010-410 07 65"; "Uno Telefoni AB"
"5590344379"; "073-705 88 66"; "TeliaSonera AB"
"5591375489"; "070-007 91 28"; "Tele2 Sverige AB"
"5591375489"; "0176-28 47 94"; "Tele2 Sverige AB"
"5591375489"; "070-007 91 27"; "Tele2 Sverige AB"
"5565528279"; "0171-46 40 31"; "Lidén Data Internetwork AB"
"5566258256"; "073-064 37 30"; "HI3G Access AB"
"5590627252"; "073-024 00 85"; "TeliaSonera AB"
"5591038970"; "070-896 64 30"; "Telenor Sverige AB"
"5564910981"; "0221-710 10"; "Telia Sverige AB"
"5567261838"; "070-202 49 52"; "TeliaSonera AB"
"5564180155"; "0340-413 03"; "Boxer TV Access AB"
"5569469280"; "070-775 18 36"; "Tele2 Sverige AB"
"5569469280"; "08-408 136 93"; "ComHem AB"
"5569469280"; "073-650 06 65"; "Tele2 Sverige AB"
"5563627495"; "070-572 08 53"; "TeliaSonera AB"
"5563627495"; "0511-800 74"; "Telia Sverige AB"
"5565509576"; "070-855 52 70"; "HI3G Access AB"
"5568691454"; "070-394 03 22"; "Telia Sverige AB"
"5567147045"; "073-210 68 20"; "Telenor Sverige AB"
"5566020581"; "073-341 48 20"; "Telenor Sverige AB"
"5566020581"; "073-341 48 20"; "Telenor Sverige AB"
"5564794807"; "0415-147 60"; "Telia Sverige AB"
"5564492105"; "040-26 19 44"; "Telia Sverige AB"
"5568405921"; "08-588 827 60"; "Tele2 Sverige AB"
"5568405921"; "0790791280"; "Tele2 Sverige AB"
"5568405921"; "070-795 98 00"; "Tele2 Sverige AB"
"5591797138"; "019-10 07 05"; "Telia Sverige AB"
"5564046117"; "08-96 85 75"; "Telia Sverige AB"
"5564046117"; "08-96 96 60"; "Telia Sverige AB"
"5564046117"; "08-623 07 26"; "Telia Sverige AB"
"5564080116"; "08-660 75 95"; "Com Hem AB"
"5565865622"; "070-754 47 11"; "HI3G Access AB"
"5565865622"; "031-711 01 20"; "Telia Sverige AB"
"5569858524"; "070-188 50 19"; "TeliaSonera AB"
"5590396122"; "070-928 74 49"; "TeliaSonera AB"
"5565194908"; "070-840 31 41"; "Telenor Sverige AB"
"5565194908"; "070-835 41 07"; "Telenor Sverige AB"
"5565359618"; "040-23 51 55"; "HI3G Access AB (fix)"
"5565359618"; "040-23 51 18"; "Tele2 Sverige AB"
"5565359618"; "040-30 01 93"; "Telia Sverige AB"
"5591045736"; "073-944 85 44"; "Tele2 Sverige AB"
"5591045736"; "073-767 67 55"; "Tele2 Sverige AB"
"5569056939"; "070-665 20 59"; "Telia Sverige AB"
"5564263654"; "070-625 63 63"; "Telia Sverige AB"
"5590696869"; "070-862 98 36"; "HI3G Access AB"
"5590696869"; "073-736 37 51"; "HI3G Access AB"
"5590696869"; "073-901 78 36"; "Tele2 Sverige AB"
"5563727766"; "070-322 86 80"; "TeliaSonera AB"
"5564230026"; "070-687 07 75"; "Telia Sverige AB"
"5564230026"; "070-601 70 91"; "Telia Sverige AB"
"5564230026"; "0910-170 90"; "Telia Sverige AB"
"5568544703"; "040-621 31 00"; "Cellip AB"
"5592178924"; "070-309 75 67"; "Telia Sverige AB"
"5592178924"; "070-327 10 56"; "Telia Sverige AB"
"5565990503"; "0550-819 30"; "QuickNet AB"
"5565990503"; "073-333 80 83"; "TeliaSonera AB"
"5565990503"; "073-333 51 45"; "TeliaSonera AB"
"5565990503"; "073-050 56 04"; "TeliaSonera AB"
"5590680558"; "070-586 92 28"; "Telenor Sverige AB"
"5562024637"; "070-923 71 16"; "HI3G Access AB"
"5590457759"; "070-249 67 70"; "HI3G Access AB"
"5590457759"; "018-10 60 11"; "HI3G Access AB (fix)"
"5562106301"; "08-712 59 00"; "Telia Sverige AB"
"5562106301"; "070-579 82 22"; "Tele2 Sverige AB"
"5562106301"; "08-84 49 10"; "Telia Sverige AB"
"5562106301"; "070-601 02 09"; "HI3G Access AB"
"5562106301"; "072-901 46 46"; "Tele2 Sverige AB"
"5562106301"; "073-720 99 02"; "Tele2 Sverige AB"
"5562106301"; "08-669 55 80"; "Tele2 Sverige AB"
"5569878563"; "070-740 52 94"; "Tele2 Sverige AB"
"5569384158"; "076-282 92 20"; "HI3G Access AB"
"5569384158"; "070-495 53 15"; "HI3G Access AB"
"5569384158"; "08-749 07 57"; "Com Hem AB"
"5566455811"; "08-720 40 40"; "HI3G Access AB (fix)"
"5566455811"; "08-720 40 40"; "HI3G Access AB (fix)"
"5564446267"; "070-556 43 27"; "Telenor Sverige AB"
"5569502965"; "070-725 33 66"; "Tele2 Sverige AB"
"5569081424"; "073-515 08 13"; "HI3G Access AB"
"5569081424"; "08-400 228 05"; "HI3G Access AB"
"5565945663"; "070-834 03 76"; "HI3G Access AB"
"5565945663"; "073-783 54 47"; "HI3G Access AB"
"5565945663"; "073-654 95 80"; "HI3G Access AB"
"5569742967"; "070-518 17 68"; "Alltele Privat AB"
"5567731590"; "08-778 33 58"; "Telia Sverige AB"
"5567731590"; "070-886 94 11"; "Tele2 Sverige AB"
"5591190045"; "072-353 61 70"; "Telenor Sverige AB"
"5567816193"; "070-555 23 22"; "HI3G Access AB"
"5563789782"; "08-644 40 35"; "Telia Sverige AB"
"5566549001"; "033-10 49 63"; "Telia Sverige AB"
"5563699809"; "090-13 30 44"; "Telia Sverige AB"
"5591237069"; "070-860 47 40"; "Telenor Sverige AB"
"5567960645"; "070-826 46 77"; "TeliaSonera AB"
"5590130562"; "040-41 10 41"; "HI3G Access AB (fix)"
"5591211502"; "070-722 22 78"; "TeliaSonera AB"
"5591529648"; "072-546 48 00"; "Telia Sverige AB"
"5569773574"; "076-316 14 42"; "HI3G Access AB"
"5590032578"; "070-895 34 80"; "Telenor Sverige AB"
"5590032578"; "073-339 41 06"; "Telenor Sverige AB"
"5590032578"; "076-611 22 30"; "Telenor Sverige AB"
"5568276124"; "0340-65 53 30"; "Telia Sverige AB"
"5591279152"; "073-047 28 28"; "HI3G Access AB"
"5591665541"; "070-645 40 65"; "TeliaSonera AB"
"5564425170"; "070-697 66 11"; "Telenor Sverige AB"
"5564359973"; "0911-609 55"; "Telia Sverige AB"
"5564359973"; "070-366 77 06"; "Telia Sverige AB"
"5565402376"; "070-444 39 08"; "Tele2 Sverige AB"
"5565402376"; "016-220 16"; "Telia Sverige AB"
"5565402376"; "016-220 30"; "Telia Sverige AB"
"5566095427"; "070-558 68 19"; "Telia Sverige AB"
"5566095427"; "073-203 40 26"; "TeliaSonera AB"
"5566095427"; "070-558 68 19"; "Telia Sverige AB"
"5563616464"; "070-630 00 90"; "TeliaSonera AB"
"5563616464"; "070-591 05 46"; "TeliaSonera AB"
"5563616464"; "0301-105 41"; "Telia Sverige AB"
"5563616464"; "070-630 00 90"; "TeliaSonera AB"
"5563741189"; "070-234 07 92"; "Telia Sverige AB"
"5565678496"; "070-962 31 19"; "Tele2 Sverige AB"
"5565678496"; "033-23 78 77"; "Telia Sverige AB"
"5565678496"; "070-962 31 20"; "Tele2 Sverige AB"
"5569071466"; "072-537 12 31"; "Telia Sverige AB"
"5565540472"; "070-666 55 06"; "HI3G Access AB"
"5562784941"; "08-420 580 96"; "ComHem AB"
"5562784941"; "070-936 03 00"; "TeliaSonera AB"
"5562784941"; "070-698 22 66"; "Telia Sverige AB"
"5562784941"; "070-820 55 15"; "TeliaSonera AB"
"5568648967"; "070-220 20 42"; "Tolv Mobil AB"
"5591740732"; "073-593 62 21"; "Tele2 Sverige AB"
"5569974701"; "070-458 99 02"; "Tele2 Sverige AB"
"5569974701"; "08-30 01 07"; "Com Hem AB"
"5569974701"; "070-730 96 06"; "Tele2 Sverige AB"
"5569974701"; "08-654 81 11"; "Tele2 Sverige AB"
"5569428351"; "073-843 06 21"; "Telia Sverige AB"
"5591196950"; "073-523 38 41"; "HI3G Access AB"
"5569325177"; "073-981 93 49"; "Tele2 Sverige AB"
"5569325177"; "073-789 49 54"; "Tele2 Sverige AB"
"5569325177"; "070-496 57 27"; "Tele2 Sverige AB"
"5569325177"; "076-209 48 48"; "Tele2 Sverige AB"
"5591775753"; "072-307 45 56"; "TeliaSonera AB"
"5590733316"; "070-773 22 46"; "Telenor Sverige AB"
"5591204697"; "072-068 13 06"; "Tele2 Sverige AB"
"5591204697"; "0587-101 80"; "Tele2 Sverige AB"
"5591591390"; "070-842 11 31"; "Tele2 Sverige AB"
"5591591390"; "070-267 89 97"; "Tele2 Sverige AB"
"5591535058"; "076-794 88 00"; "Telia Sverige AB"
"5569435414"; "073-322 67 78"; "Tele2 Sverige AB"
"5569435414"; "072-272 53 32"; "Tele2 Sverige AB"
"5591132385"; "076-317 86 18"; "HI3G Access AB"
"5591132385"; "076-317 59 56"; "HI3G Access AB"
"5591132385"; "073-510 86 26"; "HI3G Access AB"
"5569599128"; "070-880 92 06"; "TeliaSonera AB"
"5568944861"; "070-496 05 74"; "Tele2 Sverige AB"
"5568944861"; "08-749 33 70"; "Tele2 Sverige AB"
"5568849466"; "070-588 52 85"; "Telenor Sverige AB"
"5565822870"; "08-33 31 66"; "Telia Sverige AB"
"5565822870"; "08-33 31 67"; "Telia Sverige AB"
"5591209381"; "073-654 54 44"; "Tele2 Sverige AB"
"5567251029"; "073-374 11 65"; "Telenor Sverige AB"
"5567251029"; "031-760 23 80"; "Telenor Sverige AB"
"5567251029"; "073-374 11 65"; "Telenor Sverige AB"
"5569625634"; "070-750 66 81"; "Tele2 Sverige AB"
"5569625634"; "070-930 20 34"; "Tele2 Sverige AB"
"5569356057"; "010-498 64 65"; "Advoco Software AB"
"5569356057"; "010-498 64 66"; "Advoco Software AB"
"5569356057"; "010-498 64 64"; "Advoco Software AB"
"5591233670"; "070-814 41 23"; "TeliaSonera AB"
"5591168264"; "073-109 82 88"; "HI3G Access AB"
"5590140686"; "070-932 01 06"; "Telenor Sverige AB"
"5590140686"; "070-597 32 30"; "Telenor Sverige AB"
"5569909608"; "070-355 80 28"; "TeliaSonera AB"
"5565357158"; "070-758 29 99"; "HI3G Access AB"
"5569715286"; "070-483 49 00"; "Tele2 Sverige AB"
"5569715286"; "0304-69 14 00"; "Tele2 Sverige AB"
"5591143580"; "070-633 32 35"; "TeliaSonera AB"
"5590813654"; "070-863 00 90"; "TeliaSonera AB"
"5591033039"; "070-214 91 09"; "TeliaSonera AB"
"5591033039"; "076-830 86 76"; "Telia Sverige AB"
"5591033039"; "011-14 38 38"; "Telia Sverige AB"
"5564804499"; "070-539 02 79"; "Telia Sverige AB"
"5564804499"; "070-526 02 95"; "Telia Sverige AB"
"5564804499"; "042-29 02 79"; "Telia Sverige AB"
"5564804499"; "070-539 02 79"; "Telia Sverige AB"
"5564804499"; "070-526 02 95"; "Telia Sverige AB"
"5567172340"; "0435-44 80 70"; "Telia Sverige AB"
"5569010035"; "070-658 72 63"; "Telia Sverige AB"
"5569010035"; "070-658 72 63"; "Telia Sverige AB"
"5568902547"; "070-394 11 12"; "Telenor Sverige AB"
"5563796415"; "073-920 97 30"; "TeliaSonera AB"
"5563796415"; "073-981 21 91"; "TeliaSonera AB"
"5562453760"; "070-778 47 90"; "Tele2 Sverige AB"
"5568227507"; "070-712 29 26"; "Tele2 Sverige AB"
"5565504478"; "070-628 08 09"; "Telia Sverige AB"
"5565504478"; "070-628 08 09"; "Telia Sverige AB"
"5565504478"; "070-200 86 62"; "Telia Sverige AB"
"5562730720"; "070-776 99 55"; "TeliaSonera AB"
"5562730720"; "070-536 72 87"; "Telia Sverige AB"
"5562730720"; "08-585 792 93"; "Telia Sverige AB"
"5562730720"; "070-536 72 87"; "Telia Sverige AB"
"5566280748"; "076-949 46 56"; "Tele2 Sverige AB"
"5566280748"; "0300-776 14"; "Tele2 Sverige AB"
"5569141228"; "070-716 13 39"; "Telenor Sverige AB"
"5567537237"; "08-550 025 40"; "InfraCom Communications AB"
"5567537237"; "08-525 073 60"; "Wx3 Telecom AB"
"5567537237"; "08-758 99 76"; "TelaVox AB"
"5567537237"; "070-311 84 00"; "HI3G Access AB"
"5567537237"; "070-311 84 00"; "HI3G Access AB"
"5567537237"; "08-533 384 00"; "HI3G Access AB"
"5591611867"; "070-633 47 89"; "Telia Sverige AB"
"5591002588"; "070-535 85 80"; "HI3G Access AB"
"5591002588"; "076-821 51 20"; "HI3G Access AB"
"5591002588"; "070-665 94 26"; "HI3G Access AB"
"5568524135"; "073-528 14 42"; "HI3G Access AB"
"5568524135"; "042-28 38 42"; "HI3G Access AB (fix)"
"5562304021"; "070-367 01 74"; "Telia Sverige AB"
"5562304021"; "026-701 70"; "Telia Sverige AB"
"5562304021"; "070-367 01 74"; "Telia Sverige AB"
"5591446447"; "070-370 00 82"; "TeliaSonera AB"
"5569557092"; "070-229 33 57"; "Telia Sverige AB"
"5566482674"; "070-580 68 99"; "Telenor Sverige AB"
"5566295894"; "0587-148 70"; "Telia Sverige AB"
"5566295894"; "0587-106 12"; "Telia Sverige AB"
"5566295894"; "070-633 39 52"; "Telia Sverige AB"
"5566295894"; "070-633 39 52"; "Telia Sverige AB"
"5568610512"; "010-101 97 45"; "InfraCom Communications AB"
"5569206476"; "070-092 04 12"; "Tele2 Sverige AB"
"5569206476"; "070-092 04 02"; "Tele2 Sverige AB"
"5567816979"; "072-203 53 88"; "Telia Sverige AB"
"5569140394"; "070-737 92 51"; "Tele2 Sverige AB"
"5569140394"; "026-10 36 44"; "Tele2 Sverige AB"
"5563140952"; "0921-138 80"; "Telia Sverige AB"
"5563140952"; "0921-561 84"; "Telia Sverige AB"
"5568314255"; "0175-731 05"; "Telia Sverige AB"
"5568243827"; "070-403 68 85"; "Tele2 Sverige AB"
"5592016850"; "076-100 12 54"; "Telia Sverige AB"
"5569690992"; "070-755 66 44"; "Telenor Sverige AB"
"5568112741"; "073-669 55 88"; "Tele2 Sverige AB"
"5564424199"; "070-518 20 11"; "Telenor Sverige AB"
"5590553623"; "073-032 21 89"; "HI3G Access AB"
"5591883102"; "070-710 30 43"; "Tele2 Sverige AB"
"5590729868"; "076-054 83 33"; "Tele2 Sverige AB"
"5590729868"; "076-054 83 33"; "Tele2 Sverige AB"
"5590729868"; "08-525 267 34"; "Uno Telefoni AB"
"5590983580"; "070-671 19 50"; "Tele2 Sverige AB"
"5590983580"; "070-326 48 79"; "Tele2 Sverige AB"
"5565492245"; "070-844 34 10"; "Telenor Sverige AB"
"5565492245"; "070-991 85 51"; "Telenor Sverige AB"
"5591630313"; "070-745 61 00"; "Tele2 Sverige AB"
"5591630313"; "070-745 61 01"; "Tele2 Sverige AB"
"5591630313"; "018-472 17 00"; "Tele2 Sverige AB"
"5566377627"; "070-818 42 98"; "HI3G Access AB"
"5590364658"; "070-671 69 97"; "TeliaSonera AB"
"5569168858"; "073-853 58 46"; "HI3G Access AB"
"5568056419"; "070-837 68 90"; "HI3G Access AB"
"5568056419"; "070-513 25 69"; "TeliaSonera AB"
"5569200024"; "060-12 01 30"; "Telia Sverige AB"
"5566378609"; "070-566 81 11"; "Telia Sverige AB"
"5566378609"; "070-379 84 42"; "Telia Sverige AB"
"5566225552"; "070-991 91 24"; "Telenor Sverige AB"
"5566225552"; "0435-205 68"; "Telia Sverige AB"
"5569364028"; "073-847 01 01"; "Tele2 Sverige AB"
"5564989126"; "08-544 424 33"; "Telia Sverige AB"
"5564989126"; "070-523 21 68"; "Tele2 Sverige AB"
"5564989126"; "08-732 00 32"; "Tele2 Sverige AB"
"5564989126"; "08-732 00 32"; "Tele2 Sverige AB"
"5568964190"; "070-520 49 49"; "Telia Sverige AB"
"5568964190"; "070-566 49 49"; "Telia Sverige AB"
"5568964190"; "070-218 08 29"; "Telia Sverige AB"
"5568398811"; "070-850 50 51"; "Telenor Sverige AB"
"5591921928"; "073-717 30 25"; "HI3G Access AB"
"5569995441"; "072-741 99 88"; "HI3G Access AB"
"5569591760"; "070-149 34 43"; "TeliaSonera AB"
"5566154000"; "073-562 46 09"; "Tele2 Sverige AB"
"5566154000"; "073-559 96 68"; "Tele2 Sverige AB"
"5566154000"; "073-559 96 68"; "Tele2 Sverige AB"
"5591588032"; "070-755 98 13"; "HI3G Access AB"
"5564860046"; "035-12 18 90"; "Telia Sverige AB"
"5564860046"; "070-588 94 21"; "Telia Sverige AB"
"5564860046"; "070-588 94 21"; "Telia Sverige AB"
"5563173862"; "070-886 12 37"; "Telenor Sverige AB"
"5563173862"; "070-886 12 37"; "Telenor Sverige AB"
"5591334403"; "070-206 24 89"; "Telia Sverige AB"
"5563682672"; "070-848 44 04"; "Tele2 Sverige AB"
"5566757109"; "070-562 47 12"; "TeliaSonera AB"
"5566757109"; "070-577 25 70"; "TeliaSonera AB"
"5566757109"; "070-577 25 70"; "TeliaSonera AB"
"5591088686"; "073-508 49 28"; "HI3G Access AB"
"5591088686"; "070-060 59 83"; "HI3G Access AB"
"5592078256"; "076-220 77 69"; "HI3G Access AB"
"5568807084"; "076-022 90 90"; "HI3G Access AB"
"5569878753"; "076-650 07 70"; "Tele2 Sverige AB"
"5560554973"; "08-559 259 30"; "Tele2 Sverige AB"
"5560554973"; "070-090 17 06"; "Tele2 Sverige AB"
"5560554973"; "072-223 20 12"; "Tele2 Sverige AB"
"5562732197"; "070-953 01 15"; "Telenor Sverige AB"
"5562732197"; "08-774 17 70"; "Telia Sverige AB"
"5562732197"; "08-711 52 90"; "Telia Sverige AB"
"5569019101"; "070-340 54 96"; "Tele2 Sverige AB"
"5569019101"; "073-932 42 15"; "Tele2 Sverige AB"
"5569019101"; "076-325 96 88"; "HI3G Access AB"
"5569019101"; "073-966 67 05"; "HI3G Access AB"
"5569019101"; "013-31 42 94"; "Telia Sverige AB"
"5568701436"; "070-272 03 22"; "Telia Sverige AB"
"5568701436"; "08-23 00 60"; "Telia Sverige AB"
"5560156316"; "070-812 54 01"; "TeliaSonera AB"
"5569847857"; "076-885 43 80"; "Telenor Sverige AB"
"5565232088"; "070-516 36 00"; "TeliaSonera AB"
"5565232088"; "0280-120 63"; "Telia Sverige AB"
"5565232088"; "0280-120 30"; "Telia Sverige AB"
"5565232088"; "070-261 83 68"; "Telia Sverige AB"
"5560079104"; "070-279 60 07"; "Telia Sverige AB"
"5569939183"; "076-207 84 34"; "HI3G Access AB"
"5591997365"; "070-212 15 67"; "TeliaSonera AB"
"5590506944"; "070-414 01 18"; "TeliaSonera AB"
"5590506944"; "070-347 48 54"; "Telia Sverige AB"
"5567529713"; "070-238 75 26"; "Telia Sverige AB"
"5569555344"; "070-812 65 85"; "Tele2 Sverige AB"
"5569423659"; "073-755 42 16"; "Tele2 Sverige AB"
"5590346481"; "073-344 17 71"; "Telenor Sverige AB"
"5568808058"; "070-657 01 87"; "HI3G Access AB"
"5568428550"; "070-877 22 84"; "Telenor Sverige AB"
"5568428550"; "0470-77 55 50"; "Telenor Sverige AB"
"5568428550"; "070-877 22 84"; "Telenor Sverige AB"
"5566078100"; "070-322 07 30"; "Telenor Sverige AB"
"5566078100"; "070-322 03 84"; "Telenor Sverige AB"
"5591368393"; "073-414 43 07"; "TeliaSonera AB"
"5569356263"; "073-810 69 11"; "Tele2 Sverige AB"
"5569356263"; "073-810 69 11"; "Tele2 Sverige AB"
"5565595203"; "08-525 077 60"; "Wx3 Telecom AB"
"5565595203"; "08-525 077 61"; "Wx3 Telecom AB"
"5569581654"; "073-912 07 27"; "TeliaSonera AB"
"5569581654"; "073-659 69 67"; "TeliaSonera AB"
"5568986722"; "08-650 40 01"; "HI3G Access AB (fix)"
"5590003389"; "076-128 29 81"; "HI3G Access AB"
"5590654504"; "076-318 77 75"; "HI3G Access AB"
"5566516273"; "0492-107 33"; "Telia Sverige AB"
"5566516273"; "0492-100 95"; "Telia Sverige AB"
"5590843941"; "070-669 27 36"; "Telia Sverige AB"
"5590843941"; "076-116 66 75"; "Telia Sverige AB"
"5565221693"; "070-545 34 23"; "Tell it to Mi AB"
"5565221693"; "0303-806 50"; "Telia Sverige AB"
"5565221693"; "0303-800 19"; "Telia Sverige AB"
"5565221693"; "070-545 34 23"; "Tell it to Mi AB"
"5566476551"; "08-20 60 44"; "Telia Sverige AB"
"5569585549"; "031-19 69 63"; "Com Hem AB"
"5569188765"; "070-817 05 55"; "Telenor Sverige AB"
"5568875404"; "076-134 02 85"; "Telia Sverige AB"
"5568875404"; "070-811 77 80"; "TeliaSonera AB"
"5568875404"; "072-212 70 94"; "Telia Sverige AB"
"5568875404"; "073-087 45 08"; "Telia Sverige AB"
"5564249109"; "0790759925"; "Tele2 Sverige AB"
"5564249109"; "070-678 91 89"; "Telia Sverige AB"
"5564249109"; "0171-599 25"; "Telia Sverige AB"
"5562883933"; "021-80 16 55"; "QuickNet AB"
"5562883933"; "021-80 14 24"; "QuickNet AB"
"5562883933"; "021-80 14 24"; "QuickNet AB"
"5568875669"; "070-640 43 33"; "Telia Sverige AB"
"5565105946"; "040-93 31 41"; "Telia Sverige AB"
"5566992599"; "070-753 15 84"; "Tele2 Sverige AB"
"5569284622"; "073-774 98 56"; "Tele2 Sverige AB"
"5569284622"; "070-947 25 61"; "Tele2 Sverige AB"
"5569284622"; "0451-531 95"; "Telia Sverige AB"
"5567781025"; "070-604 40 60"; "Tell it to Mi AB"
"5567781025"; "073-380 35 43"; "Tell it to Mi AB"
"5565967535"; "018-10 54 20"; "HI3G Access AB (fix)"
"5565967535"; "018-10 54 21"; "HI3G Access AB (fix)"
"5565967535"; "018-10 55 66"; "HI3G Access AB (fix)"
"5565967535"; "018-10 54 20"; "HI3G Access AB (fix)"
"5565967535"; "018-10 54 21"; "HI3G Access AB (fix)"
"5560821877"; "0411-152 36"; "Telia Sverige AB"
"5560821877"; "070-555 53 35"; "Telia Sverige AB"
"5560821877"; "0411-55 53 35"; "Telia Sverige AB"
"5567254304"; "0490-41 12 03"; "Telenor Sverige AB"
"5567254304"; "0490-41 12 00"; "Telenor Sverige AB"
"5567254304"; "0490-41 12 02"; "Telenor Sverige AB"
"5567254304"; "0490-41 12 01"; "Telenor Sverige AB"
"5567254304"; "0490-41 12 01"; "Telenor Sverige AB"
"5567254304"; "0490-41 12 02"; "Telenor Sverige AB"
"5567254304"; "0490-41 12 03"; "Telenor Sverige AB"
"5568816630"; "073-086 09 99"; "Telia Sverige AB"
"5567419915"; "040-630 46 40"; "TelaVox AB"
"5567413520"; "070-334 34 75"; "HI3G Access AB"
"5590723309"; "070-206 33 97"; "Telenor Sverige AB"
"5562694066"; "036-30 26 60"; "Telia Sverige AB"
"5562694066"; "070-756 26 50"; "TeliaSonera AB"
"5562694066"; "036-30 26 50"; "Telia Sverige AB"
"5569572067"; "070-212 03 73"; "Telia Sverige AB"
"5561742726"; "070-540 65 00"; "Telia Sverige AB"
"5561742726"; "040-93 70 90"; "Telia Sverige AB"
"5590649694"; "070-949 65 40"; "Telenor Sverige AB"
"5569357394"; "070-864 42 74"; "Telenor Sverige AB"
"5590830682"; "070-321 02 93"; "HI3G Access AB"
"5568061583"; "070-920 07 84"; "HI3G Access AB"
"5568061583"; "070-920 07 84"; "HI3G Access AB"
"5568591514"; "0651-71 10 03"; "Telia Sverige AB"
"5568591514"; "070-315 10 74"; "TeliaSonera AB"
"5565582698"; "076-887 07 32"; "TeliaSonera AB"
"5565582698"; "076-236 42 00"; "TeliaSonera AB"
"5567350185"; "070-413 78 23"; "Tele2 Sverige AB"
"5567350185"; "070-812 36 13"; "Tele2 Sverige AB"
"5567350185"; "070-443 63 04"; "Tele2 Sverige AB"
"5567350185"; "070-869 62 11"; "Tele2 Sverige AB"
"5567350185"; "070-413 78 23"; "Tele2 Sverige AB"
"5590142591"; "076-107 35 88"; "HI3G Access AB"
"5590142591"; "073-751 48 90"; "HI3G Access AB"
"5590142591"; "031-26 83 06"; "Com Hem AB"
"5560607714"; "070-915 23 80"; "TeliaSonera AB"
"5560607714"; "070-915 23 80"; "TeliaSonera AB"
"5590122288"; "073-377 94 37"; "HI3G Access AB"
"5591011043"; "073-316 73 74"; "TeliaSonera AB"
"5565434551"; "031-338 46 89"; "Telia Sverige AB"
"5565434551"; "031-338 46 88"; "Telia Sverige AB"
"5565434551"; "070-538 52 22"; "Telia Sverige AB"
"5565434551"; "070-538 52 22"; "Telia Sverige AB"
"5590032586"; "08-80 12 58"; "Telenor Sverige AB"
"5590666276"; "070-991 19 37"; "Telenor Sverige AB"
"5568838758"; "072-141 40 30"; "Tele2 Sverige AB"
"5591507446"; "070-250 83 21"; "Telia Sverige AB"
"5591507446"; "072-243 50 29"; "TeliaSonera AB"
"5591507446"; "076-601 66 64"; "TeliaSonera AB"
"5590505359"; "072-227 44 50"; "Telia Sverige AB"
"5590505359"; "072-222 74 61"; "Telia Sverige AB"
"5591595201"; "070-602 99 30"; "Telia Sverige AB"
"5591595201"; "070-684 13 31"; "Telia Sverige AB"
"5565699930"; "08-716 44 91"; "Telia Sverige AB"
"5590642533"; "070-180 62 69"; "TeliaSonera AB"
"5590642533"; "070-180 62 69"; "TeliaSonera AB"
